well;bacteria;medium;type;plate_col;plate_row;corrected_medium;growthrate;yield;lag
B12;BA;;p;12;B;"RI_SM
BA";0,05283266914678138;1,437250;-1,8513875877310271
C1;EC;FP;s;1;C;"FP_SM
FP";0,00636172795760061;0,065500;-0,5950364129768273
C2;BA;FP;s;2;C;"FP_SM
FP";0,33536662089549585;1,283625;-0,1027101225917723
C3;FP;FP;s;3;C;"FP_SM
FP";0,31872356693165482;1,566625;12,0314581086651220
C4;BT;FP;s;4;C;"FP_SM
FP";0,10730872649829722;0,513500;-1,4497901052832363
C5;LJ;FP;s;5;C;"FP_SM
FP";0,26386463715097580;1,220125;2,5050130800316155
C6;LB;FP;s;6;C;"FP_SM
FP";0,12671262907112485;0,838750;2,3438611216078167
C7;BOV;FP;s;7;C;"FP_SM
FP";0,17368017898762700;0,567250;17,4363850366671009
C8;BOB;FP;s;8;C;"FP_SM
FP";0,09457224382062258;0,747250;9,1778538748916247
C9;AM;FP;s;9;C;"FP_SM
FP";0,07177062445063449;0,449000;2,0427638001590971
C10;RI;FP;s;10;C;"FP_SM
FP";0,02289096827525512;0,013250;26,7770385415897287
C12;FP;;p;12;C;"FP_SM
FP";0,29928886336255067;0,748625;12,3030224798020758
D1;EC;FP;s;1;D;"FP_SM
BT";0,28817967890050511;0,376000;20,3175636593882665
D2;BA;FP;s;2;D;"FP_SM
BT";0,35617287008953785;1,464500;-0,6078958162818978
D3;FP;FP;s;3;D;"FP_SM
BT";0,12485325220168841;0,367250;16,8962404404883522
D4;BT;FP;s;4;D;"FP_SM
BT";0,08544165909723700;0,478625;-0,6056183896091860
D5;LJ;FP;s;5;D;"FP_SM
BT";0,27233304382505608;1,191375;2,4775634274813738
D6;LB;FP;s;6;D;"FP_SM
BT";0,11841003296818306;0,804500;1,6061408609391075
D7;BOV;FP;s;7;D;"FP_SM
BT";0,17601500073790249;0,629000;16,4563814509137671
D8;BOB;FP;s;8;D;"FP_SM
BT";0,07934295813138176;0,718250;7,5611263376232944
D9;AM;FP;s;9;D;"FP_SM
BT";0,08431053261586734;0,454875;2,8099259608737936
D10;RI;FP;s;10;D;"FP_SM
BT";0,00686746243648331;0,051125;24,0675830216738724
D12;BT;;p;12;D;"FP_SM
BT";0,04036741330212675;0,292750;-0,2342704367474819
E1;EC;LB;s;1;E;"LB_SM
LJ";0,29535826782811953;0,558000;17,1926812361213699
E2;BA;LB;s;2;E;"LB_SM
LJ";0,35542595171465191;1,594250;-0,4036012102291627
E3;FP;LB;s;3;E;"LB_SM
LJ";0,01446567982737613;0,073375;6,1294201402613888
E4;BT;LB;s;4;E;"LB_SM
LJ";0,10915329432682763;0,497875;-0,6138311326964263
E5;LJ;LB;s;5;E;"LB_SM
LJ";0,29483729880325571;1,182125;3,3722197165435501
E6;LB;LB;s;6;E;"LB_SM
LJ";0,14669767260756561;1,125625;4,7582386034477313
E7;BOV;LB;s;7;E;"LB_SM
LJ";0,20787185853336940;1,169250;14,7254675986910382
E8;BOB;LB;s;8;E;"LB_SM
LJ";0,12898421666907939;1,184000;7,2961719348851570
E9;AM;LB;s;9;E;"LB_SM
LJ";0,11069406830325382;0,786250;11,7179942558588035
E10;RI;LB;s;10;E;"LB_SM
LJ";0,21432414232603519;0,813250;15,4516199554317506
E12;LJ;;p;12;E;"LB_SM
LJ";0,30521777644926429;1,314125;4,3697602599996337
F1;EC;LB;s;1;F;"LB_SM
LB";0,21948247131796694;0,693000;15,0043933818910755
F2;BA;LB;s;2;F;"LB_SM
LB";0,32611926130201119;1,628250;-0,3305694209944559
F3;FP;LB;s;3;F;"LB_SM
LB";0,46991657382990659;1,454000;11,9118948011804555
F4;BT;LB;s;4;F;"LB_SM
LB";0,11127162901602969;0,505250;-1,0750523330888841
F5;LJ;LB;s;5;F;"LB_SM
LB";0,28563815461158804;1,139000;3,4183073607675802
F6;LB;LB;s;6;F;"LB_SM
LB";0,14785978185390908;1,111000;5,1246293721430431
F7;BOV;LB;s;7;F;"LB_SM
LB";0,24684954330997766;1,249500;14,8911221154515854
F8;BOB;LB;s;8;F;"LB_SM
LB";0,12757127847339839;1,204250;6,9280193141804709
F9;AM;LB;s;9;F;"LB_SM
LB";0,10890398819876115;0,699875;12,6185991526610231
F10;RI;LB;s;10;F;"LB_SM
LB";0,24222965402986646;0,988875;15,1767015135594097
F12;LB;;p;12;F;"LB_SM
LB";0,10305507578584579;0,775875;6,8857631160439157
G1;EC;EC;s;1;G;"EC_SM
BOV";0,05023151840601581;0,071375;23,1635595442894591
G2;BA;EC;s;2;G;"EC_SM
BOV";0,31912481495973333;1,500250;-0,1674719019253319
G3;FP;EC;s;3;G;"EC_SM
BOV";0,35701801728490873;1,143875;10,4546914706070417
G4;BT;EC;s;4;G;"EC_SM
BOV";0,10321621050296986;0,500250;0,0683466473709868
G5;LJ;EC;s;5;G;"EC_SM
BOV";0,16941044794783774;1,128750;2,3570318497319835
G6;LB;EC;s;6;G;"EC_SM
BOV";0,07833779311840761;0,588625;2,8976491082184435
G7;BOV;EC;s;7;G;"EC_SM
BOV";0,16522552064623805;0,466250;17,6578658317434964
G8;BOB;EC;s;8;G;"EC_SM
BOV";0,15946282383952082;0,294375;0,3158099805630595
G9;AM;EC;s;9;G;"EC_SM
BOV";0,10357661557359310;0,307375;-0,2806902239715869
G10;RI;EC;s;10;G;"EC_SM
BOV";0,00434172012713577;0,022250;19,3249279177932429
G12;BOV;;p;12;G;"EC_SM
BOV";0,16830916944571539;0,785000;16,0175467305092418
H1;EC;EC;s;1;H;"EC_SM
BOB";0,01428148177668538;0,062750;25,2979522342009737
H2;BA;EC;s;2;H;"EC_SM
BOB";0,27860499984961745;1,713250;-0,2217110789815756
H3;FP;EC;s;3;H;"EC_SM
BOB";0,12344567670820085;0,340250;13,7951213386053873
H4;BT;EC;s;4;H;"EC_SM
BOB";0,16644876934736880;0,582000;0,4028072176308670
H5;LJ;EC;s;5;H;"EC_SM
BOB";0,17218160050432255;1,155750;2,3728463015766970
H6;LB;EC;s;6;H;"EC_SM
BOB";0,07156541328924525;0,570250;1,4416070984359464
H7;BOV;EC;s;7;H;"EC_SM
BOB";0,16672801352529551;0,724250;15,2354973593378187
H8;BOB;EC;s;8;H;"EC_SM
BOB";0,12696095305642344;0,283375;-0,2899176914711721
H9;AM;EC;s;9;H;"EC_SM
BOB";0,08847853371170264;0,317250;-0,2410588624327082
H10;RI;EC;s;10;H;"EC_SM
BOB";0,00508780865008587;0,023250;18,7222410153431404
H12;BOB;;p;12;H;"EC_SM
BOB";0,12402464721027463;1,286250;7,3293631432021913
