well;bacteria;medium;type;plate_col;plate_row;corrected_medium;growthrate;yield;lag
B10;RI;RI;s;10;B;"RI_SM
BA";0,167851756321938383;0,112625;21,22362044607659826
B12;BA;;p;12;B;"RI_SM
BA";0,053868299072967571;1,439125;-1,92319822714437061
C1;EC;FP;s;1;C;"FP_SM
FP";0,005603743425579154;0,065625;-1,67742959848891671
C2;BA;FP;s;2;C;"FP_SM
FP";0,345537737610072837;1,284125;-0,09923800596031838
C3;FP;FP;s;3;C;"FP_SM
FP";0,329495726171874614;1,568375;11,99414250443592422
C4;BT;FP;s;4;C;"FP_SM
FP";0,111218626268657611;0,514125;-1,48847692205048765
C5;LJ;FP;s;5;C;"FP_SM
FP";0,270544139435526021;1,217000;2,46757377687541313
C6;LB;FP;s;6;C;"FP_SM
FP";0,132531371493318562;0,838750;2,30471814636893857
C7;BOV;FP;s;7;C;"FP_SM
FP";0,177647175895786741;0,569000;17,33477617690707007
C8;BOB;FP;s;8;C;"FP_SM
FP";0,096942408698506802;0,747625;9,06237903727587302
C9;AM;FP;s;9;C;"FP_SM
FP";0,075825479351343122;0,452625;1,99742063125708613
C10;RI;FP;s;10;C;"FP_SM
FP";0,025306004765078119;0,013375;26,69704298525659780
C12;FP;;p;12;C;"FP_SM
FP";0,308609704276716024;0,747625;12,30183095268897731
D1;EC;FP;s;1;D;"FP_SM
BT";0,299361028833763032;0,373375;20,32471242403750722
D2;BA;FP;s;2;D;"FP_SM
BT";0,366125774102892210;1,465125;-0,61200405837070737
D3;FP;FP;s;3;D;"FP_SM
BT";0,130088721999717466;0,368625;16,94718737295139732
D4;BT;FP;s;4;D;"FP_SM
BT";0,090043217477618287;0,478375;-0,51407706498026562
D5;LJ;FP;s;5;D;"FP_SM
BT";0,279385860500630356;1,193125;2,46429643532037268
D6;LB;FP;s;6;D;"FP_SM
BT";0,124111354219581596;0,804625;1,59768265961359135
D7;BOV;FP;s;7;D;"FP_SM
BT";0,180433406470995039;0,634000;16,39458287829161520
D8;BOB;FP;s;8;D;"FP_SM
BT";0,080825782794377618;0,716000;7,32294402683853995
D9;AM;FP;s;9;D;"FP_SM
BT";0,088356857168377267;0,455125;2,89990734202083589
D10;RI;FP;s;10;D;"FP_SM
BT";0,007192066623249911;0,051000;23,53641383385847519
D12;BT;;p;12;D;"FP_SM
BT";0,042350149758064538;0,292125;-0,13730508793214577
E1;EC;LB;s;1;E;"LB_SM
LJ";0,306448560485439725;0,560625;17,16840563395651742
E2;BA;LB;s;2;E;"LB_SM
LJ";0,366709087484076268;1,592875;-0,41018881152931169
E3;FP;LB;s;3;E;"LB_SM
LJ";0,015221278878649751;0,072250;6,71822816617456375
E4;BT;LB;s;4;E;"LB_SM
LJ";0,114384634328602824;0,499500;-0,61347969615322784
E5;LJ;LB;s;5;E;"LB_SM
LJ";0,299510572620771742;1,177750;3,33391574280156711
E6;LB;LB;s;6;E;"LB_SM
LJ";0,151340621326572278;1,128125;4,66102541066519827
E7;BOV;LB;s;7;E;"LB_SM
LJ";0,212504710309385614;1,171875;14,64950739131759860
E8;BOB;LB;s;8;E;"LB_SM
LJ";0,132174990345719778;1,183000;7,24148785017297136
E9;AM;LB;s;9;E;"LB_SM
LJ";0,112851042138903054;0,782000;11,50015519676186670
E10;RI;LB;s;10;E;"LB_SM
LJ";0,221746502220176195;0,815625;15,43055193136746084
E12;LJ;;p;12;E;"LB_SM
LJ";0,309680115584913651;1,310000;4,32741007306478931
F1;EC;LB;s;1;F;"LB_SM
LB";0,227943739357520131;0,692375;14,99601005732928449
F2;BA;LB;s;2;F;"LB_SM
LB";0,335217603041572887;1,628125;-0,33612220732366072
F3;FP;LB;s;3;F;"LB_SM
LB";0,479092879997737753;1,451500;11,88834459332644578
F4;BT;LB;s;4;F;"LB_SM
LB";0,116780753270987553;0,506125;-1,10763723431334760
F5;LJ;LB;s;5;F;"LB_SM
LB";0,289972082816121690;1,140625;3,39543681345312409
F6;LB;LB;s;6;F;"LB_SM
LB";0,152297834161555540;1,109375;5,03982423588401662
F7;BOV;LB;s;7;F;"LB_SM
LB";0,251998353035626732;1,247625;14,86080427492197309
F8;BOB;LB;s;8;F;"LB_SM
LB";0,130859451231881474;1,203375;6,87356131559223904
F9;AM;LB;s;9;F;"LB_SM
LB";0,110992226336962624;0,701625;12,51780822864846954
F10;RI;LB;s;10;F;"LB_SM
LB";0,250895629484850557;0,987125;15,15207275954094257
F12;LB;;p;12;F;"LB_SM
LB";0,106127080620001674;0,780125;6,82707336954914901
G1;EC;EC;s;1;G;"EC_SM
BOV";0,052516318123683306;0,072250;23,24501968515326666
G2;BA;EC;s;2;G;"EC_SM
BOV";0,329568935490189119;1,499625;-0,18003420311382268
G3;FP;EC;s;3;G;"EC_SM
BOV";0,365469116507213088;1,139500;10,41673163438353100
G4;BT;EC;s;4;G;"EC_SM
BOV";0,107095540304861583;0,499125;-0,00924116671055938
G5;LJ;EC;s;5;G;"EC_SM
BOV";0,173653152906277225;1,131750;2,34677579797692504
G6;LB;EC;s;6;G;"EC_SM
BOV";0,081562764989071002;0,589125;2,96960242210628689
G7;BOV;EC;s;7;G;"EC_SM
BOV";0,169849216505813305;0,466000;17,53892271534822456
G8;BOB;EC;s;8;G;"EC_SM
BOV";0,165763815321563479;0,295250;0,26800574291673629
G9;AM;EC;s;9;G;"EC_SM
BOV";0,107929453689660337;0,307000;-0,29409209127524538
G10;RI;EC;s;10;G;"EC_SM
BOV";0,000587932310304008;0,022250;-0,01902168238617251
G12;BOV;;p;12;G;"EC_SM
BOV";0,172353982105225706;0,781125;15,96628673172999058
H1;EC;EC;s;1;H;"EC_SM
BOB";0,015354736794054762;0,062375;25,26150752502638497
H2;BA;EC;s;2;H;"EC_SM
BOB";0,286085439098003658;1,712125;-0,24809026643263415
H3;FP;EC;s;3;H;"EC_SM
BOB";0,129381455301243065;0,340000;13,70250540232041914
H4;BT;EC;s;4;H;"EC_SM
BOB";0,171505576048016750;0,582375;0,41508220401356416
H5;LJ;EC;s;5;H;"EC_SM
BOB";0,177477384042189601;1,155375;2,34330004008344206
H6;LB;EC;s;6;H;"EC_SM
BOB";0,074728444001673958;0,570625;1,38049845535142124
H7;BOV;EC;s;7;H;"EC_SM
BOB";0,171047041079018441;0,720875;15,10381260904247469
H8;BOB;EC;s;8;H;"EC_SM
BOB";0,133147462356805829;0,285000;-0,31643285429748219
H9;AM;EC;s;9;H;"EC_SM
BOB";0,094892989221894292;0,315875;-0,21394882232114404
H10;RI;EC;s;10;H;"EC_SM
BOB";0,005347162656787677;0,024000;17,76830151001255587
H12;BOB;;p;12;H;"EC_SM
BOB";0,126970812381218212;1,283875;7,32009420734675320
